"Variable code","Variable name","Citizenship","Year","Estimate","± 1 standard error"
"ACTIOT","Active non-waterfowl hunters","All hunters","1975","71390","1755"
"ACTIOT","Active non-waterfowl hunters","All hunters","1976","76010","1794"
"ACTIOT","Active non-waterfowl hunters","All hunters","1977","75255","1854"
"ACTIOT","Active non-waterfowl hunters","All hunters","1978","88721","1861"
"ACTIOT","Active non-waterfowl hunters","All hunters","1979","67080","1707"
"ACTIOT","Active non-waterfowl hunters","All hunters","1980","73802","1724"
"ACTIOT","Active non-waterfowl hunters","All hunters","1981","67956","1728"
"ACTIOT","Active non-waterfowl hunters","All hunters","1982","69849","1808"
"ACTIOT","Active non-waterfowl hunters","All hunters","1983","65447","1410"
"ACTIOT","Active non-waterfowl hunters","All hunters","1984","62481","1332"
"ACTIOT","Active non-waterfowl hunters","All hunters","1985","56202","1238"
"ACTIOT","Active non-waterfowl hunters","All hunters","1986","57383","1193"
"ACTIOT","Active non-waterfowl hunters","All hunters","1987","55213","1249"
"ACTIOT","Active non-waterfowl hunters","All hunters","1988","40607","936"
"ACTIOT","Active non-waterfowl hunters","All hunters","1989","46027","999"
"ACTIOT","Active non-waterfowl hunters","All hunters","1990","43141","942"
"ACTIOT","Active non-waterfowl hunters","All hunters","1991","40726","922"
"ACTIOT","Active non-waterfowl hunters","All hunters","1992","39962","831"
"ACTIOT","Active non-waterfowl hunters","All hunters","1993","37145","825"
"ACTIOT","Active non-waterfowl hunters","All hunters","1994","34721","774"
"ACTIOT","Active non-waterfowl hunters","All hunters","1995","31686","724"
"ACTIOT","Active non-waterfowl hunters","All hunters","1996","29387","684"
"ACTIOT","Active non-waterfowl hunters","All hunters","1997","20549","568"
"ACTIOT","Active non-waterfowl hunters","All hunters","1998","24000","594"
"ACTIOT","Active non-waterfowl hunters","All hunters","1999","23315","584"
"ACTIOT","Active non-waterfowl hunters","All hunters","2000","22990","596"
"ACTIOT","Active non-waterfowl hunters","All hunters","2001","19146","535"
"ACTIOT","Active non-waterfowl hunters","All hunters","2002","25255","617"
"ACTIOT","Active non-waterfowl hunters","All hunters","2003","17656","527"
"ACTIOT","Active non-waterfowl hunters","All hunters","2004","17652","544"
"ACTIOT","Active non-waterfowl hunters","All hunters","2005","17181","544"
"ACTIOT","Active non-waterfowl hunters","All hunters","2006","21190","630"
"ACTIOT","Active non-waterfowl hunters","All hunters","2007","20609","601"
"ACTIOT","Active non-waterfowl hunters","All hunters","2008","20994","650"
"ACTIOT","Active non-waterfowl hunters","All hunters","2009","19057","648"
"ACTIOT","Active non-waterfowl hunters","All hunters","2010","14160","550"
"ACTIOT","Active non-waterfowl hunters","All hunters","2011","19740","636"
"ACTIOT","Active non-waterfowl hunters","All hunters","2012","20693","724"
"ACTIOT","Active non-waterfowl hunters","All hunters","2013","26117","941"
"ACTIOT","Active non-waterfowl hunters","All hunters","2014","18381","797"
"ACTIOT","Active non-waterfowl hunters","All hunters","2015","17214","707"
"ACTIOT","Active non-waterfowl hunters","All hunters","2016","16568","681"
"ACTIOT","Active non-waterfowl hunters","All hunters","2017","16967","711"
"ACTIOT","Active non-waterfowl hunters","All hunters","2018","15679","637"
"ACTIWF","Active waterfowl hunters","All hunters","1975","379792","3090"
"ACTIWF","Active waterfowl hunters","All hunters","1976","391583","3015"
"ACTIWF","Active waterfowl hunters","All hunters","1977","411161","3116"
"ACTIWF","Active waterfowl hunters","All hunters","1978","410217","2888"
"ACTIWF","Active waterfowl hunters","All hunters","1979","382059","3052"
"ACTIWF","Active waterfowl hunters","All hunters","1980","384584","2934"
"ACTIWF","Active waterfowl hunters","All hunters","1981","347884","2995"
"ACTIWF","Active waterfowl hunters","All hunters","1982","353053","3026"
"ACTIWF","Active waterfowl hunters","All hunters","1983","343799","2463"
"ACTIWF","Active waterfowl hunters","All hunters","1984","316967","2320"
"ACTIWF","Active waterfowl hunters","All hunters","1985","295892","2173"
"ACTIWF","Active waterfowl hunters","All hunters","1986","300079","2060"
"ACTIWF","Active waterfowl hunters","All hunters","1987","271146","2112"
"ACTIWF","Active waterfowl hunters","All hunters","1988","234755","1710"
"ACTIWF","Active waterfowl hunters","All hunters","1989","236065","1745"
"ACTIWF","Active waterfowl hunters","All hunters","1990","233259","1680"
"ACTIWF","Active waterfowl hunters","All hunters","1991","214598","1633"
"ACTIWF","Active waterfowl hunters","All hunters","1992","205217","1452"
"ACTIWF","Active waterfowl hunters","All hunters","1993","198943","1455"
"ACTIWF","Active waterfowl hunters","All hunters","1994","195936","1381"
"ACTIWF","Active waterfowl hunters","All hunters","1995","185642","1340"
"ACTIWF","Active waterfowl hunters","All hunters","1996","178253","1279"
"ACTIWF","Active waterfowl hunters","All hunters","1997","164914","1200"
"ACTIWF","Active waterfowl hunters","All hunters","1998","160185","1157"
"ACTIWF","Active waterfowl hunters","All hunters","1999","155430","1137"
"ACTIWF","Active waterfowl hunters","All hunters","2000","150491","1120"
"ACTIWF","Active waterfowl hunters","All hunters","2001","138020","1061"
"ACTIWF","Active waterfowl hunters","All hunters","2002","133517","1126"
"ACTIWF","Active waterfowl hunters","All hunters","2003","129292","1097"
"ACTIWF","Active waterfowl hunters","All hunters","2004","127547","1174"
"ACTIWF","Active waterfowl hunters","All hunters","2005","124090","1167"
"ACTIWF","Active waterfowl hunters","All hunters","2006","122133","1178"
"ACTIWF","Active waterfowl hunters","All hunters","2007","121191","1198"
"ACTIWF","Active waterfowl hunters","All hunters","2008","126056","1273"
"ACTIWF","Active waterfowl hunters","All hunters","2009","119390","1307"
"ACTIWF","Active waterfowl hunters","All hunters","2010","119804","1296"
"ACTIWF","Active waterfowl hunters","All hunters","2011","123706","1321"
"ACTIWF","Active waterfowl hunters","All hunters","2012","125767","1473"
"ACTIWF","Active waterfowl hunters","All hunters","2013","132875","1643"
"ACTIWF","Active waterfowl hunters","All hunters","2014","134239","1703"
"ACTIWF","Active waterfowl hunters","All hunters","2015","129926","1733"
"ACTIWF","Active waterfowl hunters","All hunters","2016","124815","1554"
"ACTIWF","Active waterfowl hunters","All hunters","2017","118157","1502"
"ACTIWF","Active waterfowl hunters","All hunters","2018","113674","1394"
"COOTK","Coot harvest","All hunters","1969","57623","7673"
"COOTK","Coot harvest","All hunters","1970","63010","6671"
"COOTK","Coot harvest","All hunters","1971","66764","10198"
"COOTK","Coot harvest","All hunters","1972","27536","2829"
"COOTK","Coot harvest","All hunters","1973","42272","4742"
"COOTK","Coot harvest","All hunters","1974","49746","5495"
"COOTK","Coot harvest","All hunters","1975","53384","5377"
"COOTK","Coot harvest","All hunters","1976","47987","4461"
"COOTK","Coot harvest","All hunters","1977","26917","2780"
"COOTK","Coot harvest","All hunters","1978","34911","3063"
"COOTK","Coot harvest","All hunters","1979","30080","3180"
"COOTK","Coot harvest","All hunters","1980","23687","2415"
"COOTK","Coot harvest","All hunters","1981","22868","2898"
"COOTK","Coot harvest","All hunters","1982","20153","2473"
"COOTK","Coot harvest","All hunters","1983","20389","2544"
"COOTK","Coot harvest","All hunters","1984","27394","3571"
"COOTK","Coot harvest","All hunters","1985","21110","3009"
"COOTK","Coot harvest","All hunters","1986","15329","2083"
"COOTK","Coot harvest","All hunters","1987","10496","1289"
"COOTK","Coot harvest","All hunters","1988","11519","1968"
"COOTK","Coot harvest","All hunters","1989","9914","1311"
"COOTK","Coot harvest","All hunters","1990","8870","1222"
"COOTK","Coot harvest","All hunters","1991","7731","1030"
"COOTK","Coot harvest","All hunters","1992","6590","825"
"COOTK","Coot harvest","All hunters","1993","7393","1337"
"COOTK","Coot harvest","All hunters","1994","6297","862"
"COOTK","Coot harvest","All hunters","1995","6939","942"
"COOTK","Coot harvest","All hunters","1996","6827","936"
"COOTK","Coot harvest","All hunters","1997","5253","763"
"COOTK","Coot harvest","All hunters","1998","4713","643"
"COOTK","Coot harvest","All hunters","1999","4524","853"
"COOTK","Coot harvest","All hunters","2000","4134","1102"
"COOTK","Coot harvest","All hunters","2001","2646","730"
"COOTK","Coot harvest","All hunters","2002","2000","528"
"COOTK","Coot harvest","All hunters","2003","2562","564"
"COOTK","Coot harvest","All hunters","2004","2604","725"
"COOTK","Coot harvest","All hunters","2005","4407","1234"
"COOTK","Coot harvest","All hunters","2006","2307","667"
"COOTK","Coot harvest","All hunters","2007","3745","742"
"COOTK","Coot harvest","All hunters","2008","2754","693"
"COOTK","Coot harvest","All hunters","2009","2466","1050"
"COOTK","Coot harvest","All hunters","2010","897","371"
"COOTK","Coot harvest","All hunters","2011","2043","712"
"COOTK","Coot harvest","All hunters","2012","2268","768"
"COOTK","Coot harvest","All hunters","2013","2184","597"
"COOTK","Coot harvest","All hunters","2014","2359","837"
"COOTK","Coot harvest","All hunters","2015","1418","442"
"COOTK","Coot harvest","All hunters","2016","2406","855"
"COOTK","Coot harvest","All hunters","2017","4027","1335"
"COOTK","Coot harvest","All hunters","2018","3047","962"
"CRANK","Crane harvest","All hunters","1969","2684","453"
"CRANK","Crane harvest","All hunters","1970","4028","837"
"CRANK","Crane harvest","All hunters","1971","2175","406"
"CRANK","Crane harvest","All hunters","1972","2184","536"
"CRANK","Crane harvest","All hunters","1973","4095","1497"
"CRANK","Crane harvest","All hunters","1974","7011","2578"
"CRANK","Crane harvest","All hunters","1975","5906","1903"
"CRANK","Crane harvest","All hunters","1976","1636","384"
"CRANK","Crane harvest","All hunters","1977","367","162"
"CRANK","Crane harvest","All hunters","1978","877","420"
"CRANK","Crane harvest","All hunters","1979","978","370"
"CRANK","Crane harvest","All hunters","1980","5589","866"
"CRANK","Crane harvest","All hunters","1981","2966","502"
"CRANK","Crane harvest","All hunters","1982","2834","522"
"CRANK","Crane harvest","All hunters","1983","3088","657"
"CRANK","Crane harvest","All hunters","1984","3703","712"
"CRANK","Crane harvest","All hunters","1985","5139","991"
"CRANK","Crane harvest","All hunters","1986","6114","1118"
"CRANK","Crane harvest","All hunters","1987","5144","1047"
"CRANK","Crane harvest","All hunters","1988","6948","1034"
"CRANK","Crane harvest","All hunters","1989","4975","863"
"CRANK","Crane harvest","All hunters","1990","4835","726"
"CRANK","Crane harvest","All hunters","1991","5318","945"
"CRANK","Crane harvest","All hunters","1992","5939","831"
"CRANK","Crane harvest","All hunters","1993","2915","549"
"CRANK","Crane harvest","All hunters","1994","3830","657"
"CRANK","Crane harvest","All hunters","1995","5827","841"
"CRANK","Crane harvest","All hunters","1996","4312","757"
"CRANK","Crane harvest","All hunters","1997","5900","845"
"CRANK","Crane harvest","All hunters","1998","9534","1289"
"CRANK","Crane harvest","All hunters","1999","8400","1001"
"CRANK","Crane harvest","All hunters","2000","9450","1101"
"CRANK","Crane harvest","All hunters","2001","8786","1024"
"CRANK","Crane harvest","All hunters","2002","7976","914"
"CRANK","Crane harvest","All hunters","2003","9585","1044"
"CRANK","Crane harvest","All hunters","2004","11089","1459"
"CRANK","Crane harvest","All hunters","2005","9876","1015"
"CRANK","Crane harvest","All hunters","2006","10417","1217"
"CRANK","Crane harvest","All hunters","2007","11785","1232"
"CRANK","Crane harvest","All hunters","2008","9438","1007"
"CRANK","Crane harvest","All hunters","2009","4167","756"
"CRANK","Crane harvest","All hunters","2010","6574","1050"
"CRANK","Crane harvest","All hunters","2011","10431","1276"
"CRANK","Crane harvest","All hunters","2012","5041","821"
"CRANK","Crane harvest","All hunters","2013","9883","1397"
"CRANK","Crane harvest","All hunters","2014","12812","1497"
"CRANK","Crane harvest","All hunters","2015","10604","1490"
"CRANK","Crane harvest","All hunters","2016","11502","1607"
"CRANK","Crane harvest","All hunters","2017","13445","1597"
"CRANK","Crane harvest","All hunters","2018","13005","1470"
"DAYOT","Non-waterfowl hunting days","All hunters","1972","378605","15951"
"DAYOT","Non-waterfowl hunting days","All hunters","1973","390975","23456"
"DAYOT","Non-waterfowl hunting days","All hunters","1974","420178","33941"
"DAYOT","Non-waterfowl hunting days","All hunters","1975","402513","16505"
"DAYOT","Non-waterfowl hunting days","All hunters","1976","448556","15397"
"DAYOT","Non-waterfowl hunting days","All hunters","1977","460617","16363"
"DAYOT","Non-waterfowl hunting days","All hunters","1978","526823","18702"
"DAYOT","Non-waterfowl hunting days","All hunters","1979","416311","18799"
"DAYOT","Non-waterfowl hunting days","All hunters","1980","414376","15030"
"DAYOT","Non-waterfowl hunting days","All hunters","1981","416453","17054"
"DAYOT","Non-waterfowl hunting days","All hunters","1982","403740","17599"
"DAYOT","Non-waterfowl hunting days","All hunters","1983","421592","14936"
"DAYOT","Non-waterfowl hunting days","All hunters","1984","387811","14006"
"DAYOT","Non-waterfowl hunting days","All hunters","1985","345335","13209"
"DAYOT","Non-waterfowl hunting days","All hunters","1986","365746","12378"
"DAYOT","Non-waterfowl hunting days","All hunters","1987","354122","14337"
"DAYOT","Non-waterfowl hunting days","All hunters","1988","251275","10223"
"DAYOT","Non-waterfowl hunting days","All hunters","1989","289679","11074"
"DAYOT","Non-waterfowl hunting days","All hunters","1990","283026","10739"
"DAYOT","Non-waterfowl hunting days","All hunters","1991","255575","10221"
"DAYOT","Non-waterfowl hunting days","All hunters","1992","248257","9125"
"DAYOT","Non-waterfowl hunting days","All hunters","1993","232412","9103"
"DAYOT","Non-waterfowl hunting days","All hunters","1994","213668","8471"
"DAYOT","Non-waterfowl hunting days","All hunters","1995","185967","7312"
"DAYOT","Non-waterfowl hunting days","All hunters","1996","189811","8047"
"DAYOT","Non-waterfowl hunting days","All hunters","1997","112727","5663"
"DAYOT","Non-waterfowl hunting days","All hunters","1998","137878","5876"
"DAYOT","Non-waterfowl hunting days","All hunters","1999","133550","5744"
"DAYOT","Non-waterfowl hunting days","All hunters","2000","126060","5362"
"DAYOT","Non-waterfowl hunting days","All hunters","2001","103058","5081"
"DAYOT","Non-waterfowl hunting days","All hunters","2002","138580","5416"
"DAYOT","Non-waterfowl hunting days","All hunters","2003","88965","4067"
"DAYOT","Non-waterfowl hunting days","All hunters","2004","84740","3837"
"DAYOT","Non-waterfowl hunting days","All hunters","2005","80469","3920"
"DAYOT","Non-waterfowl hunting days","All hunters","2006","89294","4864"
"DAYOT","Non-waterfowl hunting days","All hunters","2007","134831","6023"
"DAYOT","Non-waterfowl hunting days","All hunters","2008","132588","6504"
"DAYOT","Non-waterfowl hunting days","All hunters","2009","96792","5032"
"DAYOT","Non-waterfowl hunting days","All hunters","2010","65218","3691"
"DAYOT","Non-waterfowl hunting days","All hunters","2011","100092","5726"
"DAYOT","Non-waterfowl hunting days","All hunters","2012","92158","4983"
"DAYOT","Non-waterfowl hunting days","All hunters","2013","109456","6078"
"DAYOT","Non-waterfowl hunting days","All hunters","2014","73443","4167"
"DAYOT","Non-waterfowl hunting days","All hunters","2015","82987","6087"
"DAYOT","Non-waterfowl hunting days","All hunters","2016","78941","7372"
"DAYOT","Non-waterfowl hunting days","All hunters","2017","78177","5117"
"DAYOT","Non-waterfowl hunting days","All hunters","2018","66468","4290"
"DAYWF","Waterfowl hunting days","All hunters","1972","2672924","36656"
"DAYWF","Waterfowl hunting days","All hunters","1973","2874102","44645"
"DAYWF","Waterfowl hunting days","All hunters","1974","2952130","41022"
"DAYWF","Waterfowl hunting days","All hunters","1975","3079590","39943"
"DAYWF","Waterfowl hunting days","All hunters","1976","3103771","38831"
"DAYWF","Waterfowl hunting days","All hunters","1977","3070777","38536"
"DAYWF","Waterfowl hunting days","All hunters","1978","3214572","38266"
"DAYWF","Waterfowl hunting days","All hunters","1979","2944967","39687"
"DAYWF","Waterfowl hunting days","All hunters","1980","2964564","37346"
"DAYWF","Waterfowl hunting days","All hunters","1981","2761851","41975"
"DAYWF","Waterfowl hunting days","All hunters","1982","2790585","42305"
"DAYWF","Waterfowl hunting days","All hunters","1983","2784238","35357"
"DAYWF","Waterfowl hunting days","All hunters","1984","2536870","32288"
"DAYWF","Waterfowl hunting days","All hunters","1985","2358519","30718"
"DAYWF","Waterfowl hunting days","All hunters","1986","2391418","29366"
"DAYWF","Waterfowl hunting days","All hunters","1987","2250154","31122"
"DAYWF","Waterfowl hunting days","All hunters","1988","1924967","24398"
"DAYWF","Waterfowl hunting days","All hunters","1989","1893339","24913"
"DAYWF","Waterfowl hunting days","All hunters","1990","1921060","25703"
"DAYWF","Waterfowl hunting days","All hunters","1991","1680638","22760"
"DAYWF","Waterfowl hunting days","All hunters","1992","1604018","20220"
"DAYWF","Waterfowl hunting days","All hunters","1993","1614449","21922"
"DAYWF","Waterfowl hunting days","All hunters","1994","1556493","20359"
"DAYWF","Waterfowl hunting days","All hunters","1995","1421994","18682"
"DAYWF","Waterfowl hunting days","All hunters","1996","1370228","18144"
"DAYWF","Waterfowl hunting days","All hunters","1997","1274563","16399"
"DAYWF","Waterfowl hunting days","All hunters","1998","1216035","15426"
"DAYWF","Waterfowl hunting days","All hunters","1999","1181358","15278"
"DAYWF","Waterfowl hunting days","All hunters","2000","1118193","14581"
"DAYWF","Waterfowl hunting days","All hunters","2001","1050677","14105"
"DAYWF","Waterfowl hunting days","All hunters","2002","971664","13595"
"DAYWF","Waterfowl hunting days","All hunters","2003","913304","12211"
"DAYWF","Waterfowl hunting days","All hunters","2004","845039","12150"
"DAYWF","Waterfowl hunting days","All hunters","2005","830331","12219"
"DAYWF","Waterfowl hunting days","All hunters","2006","833845","13839"
"DAYWF","Waterfowl hunting days","All hunters","2007","816605","12983"
"DAYWF","Waterfowl hunting days","All hunters","2008","880482","14686"
"DAYWF","Waterfowl hunting days","All hunters","2009","798805","14574"
"DAYWF","Waterfowl hunting days","All hunters","2010","800829","13863"
"DAYWF","Waterfowl hunting days","All hunters","2011","848388","15100"
"DAYWF","Waterfowl hunting days","All hunters","2012","821227","16047"
"DAYWF","Waterfowl hunting days","All hunters","2013","898263","18430"
"DAYWF","Waterfowl hunting days","All hunters","2014","873783","17562"
"DAYWF","Waterfowl hunting days","All hunters","2015","848882","17472"
"DAYWF","Waterfowl hunting days","All hunters","2016","770149","16229"
"DAYWF","Waterfowl hunting days","All hunters","2017","720963","14581"
"DAYWF","Waterfowl hunting days","All hunters","2018","676919","13300"
"DOVEK","Dove harvest","All hunters","1969","2486","1114"
"DOVEK","Dove harvest","All hunters","1970","2862","1052"
"DOVEK","Dove harvest","All hunters","1971","2442","1009"
"DOVEK","Dove harvest","All hunters","1972","5122","2295"
"DOVEK","Dove harvest","All hunters","1973","1171","603"
"DOVEK","Dove harvest","All hunters","1974","1829","1045"
"DOVEK","Dove harvest","All hunters","1975","2326","1206"
"DOVEK","Dove harvest","All hunters","1976","3787","1133"
"DOVEK","Dove harvest","All hunters","1977","5393","1365"
"DOVEK","Dove harvest","All hunters","1978","1575","677"
"DOVEK","Dove harvest","All hunters","1979","1102","571"
"DOVEK","Dove harvest","All hunters","1980","771","378"
"DOVEK","Dove harvest","All hunters","1981","1491","745"
"DOVEK","Dove harvest","All hunters","1982","1282","570"
"DOVEK","Dove harvest","All hunters","1983","961","575"
"DOVEK","Dove harvest","All hunters","1984","994","496"
"DOVEK","Dove harvest","All hunters","1985","462","286"
"DOVEK","Dove harvest","All hunters","1986","529","350"
"DOVEK","Dove harvest","All hunters","1987","1185","751"
"DOVEK","Dove harvest","All hunters","1988","295","213"
"DOVEK","Dove harvest","All hunters","1989","849","457"
"DOVEK","Dove harvest","All hunters","1990","579","247"
"DOVEK","Dove harvest","All hunters","1991","363","244"
"DOVEK","Dove harvest","All hunters","1992","1040","559"
"DOVEK","Dove harvest","All hunters","1993","307","171"
"DOVEK","Dove harvest","All hunters","1994","207","123"
"DOVEK","Dove harvest","All hunters","1995","112","77"
"DOVEK","Dove harvest","All hunters","1996","403","202"
"DOVEK","Dove harvest","All hunters","1997","26","24"
"DOVEK","Dove harvest","All hunters","1998","61","57"
"DOVEK","Dove harvest","All hunters","1999","332","178"
"DOVEK","Dove harvest","All hunters","2000","61","57"
"DOVEK","Dove harvest","All hunters","2001","437","175"
"DOVEK","Dove harvest","All hunters","2002","328","247"
"DOVEK","Dove harvest","All hunters","2003","200","86"
"DOVEK","Dove harvest","All hunters","2004","228","112"
"DOVEK","Dove harvest","All hunters","2005","162","77"
"DOVEK","Dove harvest","All hunters","2006","210","104"
"DOVEK","Dove harvest","All hunters","2007","92","45"
"DOVEK","Dove harvest","All hunters","2008","95","62"
"DOVEK","Dove harvest","All hunters","2012","12","11"
"DOVEK","Dove harvest","All hunters","2013","18079","3079"
"DOVEK","Dove harvest","All hunters","2014","21730","3351"
"DOVEK","Dove harvest","All hunters","2015","14276","3057"
"DOVEK","Dove harvest","All hunters","2016","14477","2719"
"DOVEK","Dove harvest","All hunters","2017","15341","2634"
"DOVEK","Dove harvest","All hunters","2018","14202","2272"
"MURRK","Murre harvest","All hunters","2010","51697","5906"
"MURRK","Murre harvest","All hunters","2011","65852","9898"
"MURRK","Murre harvest","All hunters","2012","52875","8614"
"MURRK","Murre harvest","All hunters","2013","116792","10254"
"MURRK","Murre harvest","All hunters","2014","107314","10923"
"MURRK","Murre harvest","All hunters","2015","71501","7481"
"MURRK","Murre harvest","All hunters","2016","123164","10816"
"MURRK","Murre harvest","All hunters","2017","101768","8866"
"MURRK","Murre harvest","All hunters","2018","74835","6925"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1969","8475","2437"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1970","8278","2404"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1971","7149","2133"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1972","9285","1917"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1973","7466","2659"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1974","5668","2413"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1975","5201","1271"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1976","3293","1005"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1977","4687","1030"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1978","3851","910"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1979","4246","974"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1980","3283","800"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1981","2899","665"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1982","4315","1054"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1983","3840","1311"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1984","3079","860"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1985","1581","482"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1986","1302","555"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1987","1935","706"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1988","1805","650"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1989","1038","460"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1990","676","256"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1991","459","272"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1992","1061","379"
"PIGEK","Band-tailed Pigeon harvest","All hunters","1993","400","248"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2002","188","78"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2003","160","59"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2005","130","75"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2006","117","72"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2007","197","76"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2008","108","46"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2009","231","130"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2010","86","36"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2011","201","89"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2012","12","11"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2013","13","11"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2014","7","6"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2015","98","76"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2016","67","55"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2017","383","373"
"PIGEK","Band-tailed Pigeon harvest","All hunters","2018","163","84"
"POTNTL","Potential hunters","All hunters","1972","421691","2328"
"POTNTL","Potential hunters","All hunters","1973","368370","2910"
"POTNTL","Potential hunters","All hunters","1974","368966","2641"
"POTNTL","Potential hunters","All hunters","1975","382892","3090"
"POTNTL","Potential hunters","All hunters","1976","484771","2822"
"POTNTL","Potential hunters","All hunters","1977","520515","2877"
"POTNTL","Potential hunters","All hunters","1978","524834","2619"
"POTNTL","Potential hunters","All hunters","1979","504266","2857"
"POTNTL","Potential hunters","All hunters","1980","498650","2715"
"POTNTL","Potential hunters","All hunters","1981","465149","2752"
"POTNTL","Potential hunters","All hunters","1982","465249","2816"
"POTNTL","Potential hunters","All hunters","1983","443227","2330"
"POTNTL","Potential hunters","All hunters","1984","414830","2225"
"POTNTL","Potential hunters","All hunters","1985","375665","2098"
"POTNTL","Potential hunters","All hunters","1986","379409","1961"
"POTNTL","Potential hunters","All hunters","1987","341227","2053"
"POTNTL","Potential hunters","All hunters","1988","323256","1629"
"POTNTL","Potential hunters","All hunters","1989","315440","1687"
"POTNTL","Potential hunters","All hunters","1990","311447","1599"
"POTNTL","Potential hunters","All hunters","1991","295442","1608"
"POTNTL","Potential hunters","All hunters","1992","277032","1386"
"POTNTL","Potential hunters","All hunters","1993","263872","1400"
"POTNTL","Potential hunters","All hunters","1994","258361","1305"
"POTNTL","Potential hunters","All hunters","1995","240684","1290"
"POTNTL","Potential hunters","All hunters","1996","231147","1235"
"POTNTL","Potential hunters","All hunters","1997","213174","1152"
"POTNTL","Potential hunters","All hunters","1998","204164","1117"
"POTNTL","Potential hunters","All hunters","1999","197585","1100"
"POTNTL","Potential hunters","All hunters","2000","191442","1065"
"POTNTL","Potential hunters","All hunters","2001","181225","1004"
"POTNTL","Potential hunters","All hunters","2002","173469","1067"
"POTNTL","Potential hunters","All hunters","2003","174786","1032"
"POTNTL","Potential hunters","All hunters","2004","170436","1134"
"POTNTL","Potential hunters","All hunters","2005","166964","1117"
"POTNTL","Potential hunters","All hunters","2006","167361","1110"
"POTNTL","Potential hunters","All hunters","2007","169540","1106"
"POTNTL","Potential hunters","All hunters","2008","171720","1210"
"POTNTL","Potential hunters","All hunters","2009","170023","1234"
"POTNTL","Potential hunters","All hunters","2010","171306","1218"
"POTNTL","Potential hunters","All hunters","2011","171691","1260"
"POTNTL","Potential hunters","All hunters","2012","178404","1375"
"POTNTL","Potential hunters","All hunters","2013","188349","1529"
"POTNTL","Potential hunters","All hunters","2014","185266","1610"
"POTNTL","Potential hunters","All hunters","2015","183322","1674"
"POTNTL","Potential hunters","All hunters","2016","179830","1477"
"POTNTL","Potential hunters","All hunters","2017","166011","1451"
"POTNTL","Potential hunters","All hunters","2018","162839","1329"
"RAILK","Rail harvest","All hunters","1991","394","168"
"RAILK","Rail harvest","All hunters","1992","489","194"
"RAILK","Rail harvest","All hunters","1993","306","108"
"RAILK","Rail harvest","All hunters","1994","1607","729"
