"Species code","Species name","Year","Estimate","± 1 standard error"
"1690","Lesser Snow Goose: white phase","1978","48562","0"
"1690","Lesser Snow Goose: white phase","1979","103872","3283"
"1690","Lesser Snow Goose: white phase","1980","122435","4055"
"1690","Lesser Snow Goose: white phase","1981","85958","2847"
"1690","Lesser Snow Goose: white phase","1982","70823","2506"
"1690","Lesser Snow Goose: white phase","1983","131369","4540"
"1690","Lesser Snow Goose: white phase","1984","79679","5291"
"1690","Lesser Snow Goose: white phase","1985","101783","22085"
"1690","Lesser Snow Goose: white phase","1986","55031","7044"
"1690","Lesser Snow Goose: white phase","1987","96506","7532"
"1690","Lesser Snow Goose: white phase","1988","75266","9467"
"1690","Lesser Snow Goose: white phase","1989","82940","7874"
"1690","Lesser Snow Goose: white phase","1990","64529","6661"
"1690","Lesser Snow Goose: white phase","1991","63987","4291"
"1690","Lesser Snow Goose: white phase","1992","38243","2585"
"1690","Lesser Snow Goose: white phase","1993","49063","3432"
"1690","Lesser Snow Goose: white phase","1994","63872","3972"
"1690","Lesser Snow Goose: white phase","1995","56931","5376"
"1690","Lesser Snow Goose: white phase","1996","59563","6344"
"1690","Lesser Snow Goose: white phase","1997","84175","4976"
"1690","Lesser Snow Goose: white phase","1998","106971","7610"
"1690","Lesser Snow Goose: white phase","1999","113930","11736"
"1690","Lesser Snow Goose: white phase","2000","81429","7065"
"1690","Lesser Snow Goose: white phase","2001","95529","8043"
"1690","Lesser Snow Goose: white phase","2002","82994","8373"
"1690","Lesser Snow Goose: white phase","2003","88157","9586"
"1690","Lesser Snow Goose: white phase","2004","69049","8134"
"1690","Lesser Snow Goose: white phase","2005","69775","8898"
"1690","Lesser Snow Goose: white phase","2006","95261","9100"
"1690","Lesser Snow Goose: white phase","2007","64910","6986"
"1690","Lesser Snow Goose: white phase","2008","85454","9263"
"1690","Lesser Snow Goose: white phase","2009","62172","7415"
"1690","Lesser Snow Goose: white phase","2010","79461","13314"
"1690","Lesser Snow Goose: white phase","2011","62668","8454"
"1690","Lesser Snow Goose: white phase","2012","75743","12572"
"1690","Lesser Snow Goose: white phase","2013","93926","15861"
"1690","Lesser Snow Goose: white phase","2014","111230","18229"
"1690","Lesser Snow Goose: white phase","2015","68664","10752"
"1690","Lesser Snow Goose: white phase","2016","46214","8000"
"1690","Lesser Snow Goose: white phase","2017","61398","9344"
"1690","Lesser Snow Goose: white phase","2018","72275","10304"
"1691","Lesser Snow Goose: blue phase","1969","2178","898"
"1691","Lesser Snow Goose: blue phase","1975","34725","2744"
"1691","Lesser Snow Goose: blue phase","1976","12202","718"
"1691","Lesser Snow Goose: blue phase","1977","13653","759"
"1691","Lesser Snow Goose: blue phase","1978","26869","0"
"1691","Lesser Snow Goose: blue phase","1979","36923","1449"
"1691","Lesser Snow Goose: blue phase","1980","16399","805"
"1691","Lesser Snow Goose: blue phase","1981","41432","1921"
"1691","Lesser Snow Goose: blue phase","1982","45955","2048"
"1691","Lesser Snow Goose: blue phase","1983","37717","1804"
"1691","Lesser Snow Goose: blue phase","1984","44461","4319"
"1691","Lesser Snow Goose: blue phase","1985","53577","15422"
"1691","Lesser Snow Goose: blue phase","1986","37043","4204"
"1691","Lesser Snow Goose: blue phase","1987","45199","4058"
"1691","Lesser Snow Goose: blue phase","1988","37846","6762"
"1691","Lesser Snow Goose: blue phase","1989","55433","8097"
"1691","Lesser Snow Goose: blue phase","1990","37623","6324"
"1691","Lesser Snow Goose: blue phase","1991","37972","4410"
"1691","Lesser Snow Goose: blue phase","1992","20609","2046"
"1691","Lesser Snow Goose: blue phase","1993","39515","2701"
"1691","Lesser Snow Goose: blue phase","1994","38385","2862"
"1691","Lesser Snow Goose: blue phase","1995","48711","4185"
"1691","Lesser Snow Goose: blue phase","1996","32708","3634"
"1691","Lesser Snow Goose: blue phase","1997","66593","4521"
"1691","Lesser Snow Goose: blue phase","1998","48524","4027"
"1691","Lesser Snow Goose: blue phase","1999","40801","4561"
"1691","Lesser Snow Goose: blue phase","2000","41296","4099"
"1691","Lesser Snow Goose: blue phase","2001","51461","4790"
"1691","Lesser Snow Goose: blue phase","2002","47483","4615"
"1691","Lesser Snow Goose: blue phase","2003","63963","6360"
"1691","Lesser Snow Goose: blue phase","2004","36384","5966"
"1691","Lesser Snow Goose: blue phase","2005","36246","4566"
"1691","Lesser Snow Goose: blue phase","2006","70155","7396"
"1691","Lesser Snow Goose: blue phase","2007","42035","5660"
"1691","Lesser Snow Goose: blue phase","2008","72857","8397"
"1691","Lesser Snow Goose: blue phase","2009","41674","5976"
"1691","Lesser Snow Goose: blue phase","2010","28752","3767"
"1691","Lesser Snow Goose: blue phase","2011","52099","6870"
"1691","Lesser Snow Goose: blue phase","2012","43088","7114"
"1691","Lesser Snow Goose: blue phase","2013","73716","10868"
"1691","Lesser Snow Goose: blue phase","2014","73673","10892"
"1691","Lesser Snow Goose: blue phase","2015","24118","4072"
"1691","Lesser Snow Goose: blue phase","2016","27754","7548"
"1691","Lesser Snow Goose: blue phase","2017","29592","5110"
"1691","Lesser Snow Goose: blue phase","2018","22012","4084"
"1699","Greater Snow Goose","1969","12615","3301"
"1699","Greater Snow Goose","1970","25415","7327"
"1699","Greater Snow Goose","1971","1442","517"
"1699","Greater Snow Goose","1975","32589","3709"
"1699","Greater Snow Goose","1976","28932","3705"
"1699","Greater Snow Goose","1978","44687","0"
"1699","Greater Snow Goose","1979","23190","1581"
"1699","Greater Snow Goose","1980","59223","3724"
"1699","Greater Snow Goose","1981","27615","2375"
"1699","Greater Snow Goose","1982","42084","3834"
"1699","Greater Snow Goose","1984","50340","5185"
"1699","Greater Snow Goose","1985","24660","4579"
"1699","Greater Snow Goose","1986","11132","2587"
"1699","Greater Snow Goose","1987","2125","1809"
"1699","Greater Snow Goose","1988","41915","6438"
"1699","Greater Snow Goose","1989","44438","14694"
"1699","Greater Snow Goose","1990","59722","9641"
"1699","Greater Snow Goose","1991","49189","5157"
"1699","Greater Snow Goose","1992","29185","2925"
"1699","Greater Snow Goose","1993","102260","6673"
"1699","Greater Snow Goose","1994","36015","2919"
"1699","Greater Snow Goose","1995","50931","4202"
"1699","Greater Snow Goose","1996","68318","4299"
"1699","Greater Snow Goose","1997","55220","4228"
"1699","Greater Snow Goose","1998","87475","5216"
"1699","Greater Snow Goose","1999","37786","3111"
"1699","Greater Snow Goose","2000","104503","7069"
"1699","Greater Snow Goose","2001","94079","6662"
"1699","Greater Snow Goose","2002","46866","3465"
"1699","Greater Snow Goose","2003","86425","4788"
"1699","Greater Snow Goose","2004","69846","4082"
"1699","Greater Snow Goose","2005","66238","4292"
"1699","Greater Snow Goose","2006","74415","5196"
"1699","Greater Snow Goose","2007","62230","4777"
"1699","Greater Snow Goose","2008","120666","9385"
"1699","Greater Snow Goose","2009","51453","5358"
"1699","Greater Snow Goose","2010","54335","4591"
"1699","Greater Snow Goose","2011","98980","7974"
"1699","Greater Snow Goose","2012","66858","6433"
"1699","Greater Snow Goose","2013","57277","6091"
"1699","Greater Snow Goose","2014","90563","7911"
"1699","Greater Snow Goose","2015","51363","5658"
"1699","Greater Snow Goose","2016","51717","5506"
"1699","Greater Snow Goose","2017","61030","6352"
"1699","Greater Snow Goose","2018","20597","4401"
"1700","Ross' Goose","1969","3470","945"
"1700","Ross' Goose","1970","2358","1084"
"1700","Ross' Goose","1971","3941","1154"
"1700","Ross' Goose","1972","3495","463"
"1700","Ross' Goose","1973","7305","1016"
"1700","Ross' Goose","1974","7194","867"
"1700","Ross' Goose","1975","7624","390"
"1700","Ross' Goose","1976","5190","243"
"1700","Ross' Goose","1977","4021","231"
"1700","Ross' Goose","1978","4851","0"
"1700","Ross' Goose","1979","8231","447"
"1700","Ross' Goose","1980","4665","242"
"1700","Ross' Goose","1981","3374","153"
"1700","Ross' Goose","1982","4378","200"
"1700","Ross' Goose","1983","4415","298"
"1700","Ross' Goose","1984","5070","1532"
"1700","Ross' Goose","1985","7626","3451"
"1700","Ross' Goose","1986","3378","921"
"1700","Ross' Goose","1987","5361","1369"
"1700","Ross' Goose","1988","4518","1082"
"1700","Ross' Goose","1989","4971","976"
"1700","Ross' Goose","1990","9101","4094"
"1700","Ross' Goose","1991","3865","1112"
"1700","Ross' Goose","1992","4705","767"
"1700","Ross' Goose","1993","2474","789"
"1700","Ross' Goose","1994","9873","1309"
"1700","Ross' Goose","1995","15351","2416"
"1700","Ross' Goose","1996","19407","2647"
"1700","Ross' Goose","1997","19457","2459"
"1700","Ross' Goose","1998","28563","3385"
"1700","Ross' Goose","1999","22749","3581"
"1700","Ross' Goose","2000","17895","3069"
"1700","Ross' Goose","2001","20985","5045"
"1700","Ross' Goose","2002","33956","4504"
"1700","Ross' Goose","2003","30269","3681"
"1700","Ross' Goose","2004","22092","5109"
"1700","Ross' Goose","2005","14749","2757"
"1700","Ross' Goose","2006","26712","4161"
"1700","Ross' Goose","2007","18037","3115"
"1700","Ross' Goose","2008","48165","6720"
"1700","Ross' Goose","2009","24036","4679"
"1700","Ross' Goose","2010","34798","5474"
"1700","Ross' Goose","2011","39952","9066"
"1700","Ross' Goose","2012","24722","6004"
"1700","Ross' Goose","2013","34955","6316"
"1700","Ross' Goose","2014","41285","13252"
"1700","Ross' Goose","2015","21361","4188"
"1700","Ross' Goose","2016","23712","6982"
"1700","Ross' Goose","2017","41498","6489"
"1700","Ross' Goose","2018","11930","3273"
"1710","White-fronted Goose","1969","40109","8809"
"1710","White-fronted Goose","1970","46335","11849"
"1710","White-fronted Goose","1971","30592","6028"
"1710","White-fronted Goose","1972","82449","5810"
"1710","White-fronted Goose","1973","76431","5464"
"1710","White-fronted Goose","1974","56708","4351"
"1710","White-fronted Goose","1975","61417","2654"
"1710","White-fronted Goose","1976","62046","2945"
"1710","White-fronted Goose","1977","59287","2775"
"1710","White-fronted Goose","1978","63076","0"
"1710","White-fronted Goose","1979","59712","2686"
"1710","White-fronted Goose","1980","78571","3148"
"1710","White-fronted Goose","1981","53242","2470"
"1710","White-fronted Goose","1982","55520","2166"
"1710","White-fronted Goose","1983","53270","2375"
"1710","White-fronted Goose","1984","53595","5591"
"1710","White-fronted Goose","1985","50364","6832"
"1710","White-fronted Goose","1986","58871","6171"
"1710","White-fronted Goose","1987","48249","6821"
"1710","White-fronted Goose","1988","39870","5435"
"1710","White-fronted Goose","1989","53367","4744"
"1710","White-fronted Goose","1990","43993","4446"
"1710","White-fronted Goose","1991","43936","3473"
"1710","White-fronted Goose","1992","31397","2426"
"1710","White-fronted Goose","1993","29059","2100"
"1710","White-fronted Goose","1994","39886","2935"
"1710","White-fronted Goose","1995","60084","4690"
"1710","White-fronted Goose","1996","76998","6331"
"1710","White-fronted Goose","1997","52848","4519"
"1710","White-fronted Goose","1998","79163","5407"
"1710","White-fronted Goose","1999","62349","7144"
"1710","White-fronted Goose","2000","106738","8475"
"1710","White-fronted Goose","2001","93194","7823"
"1710","White-fronted Goose","2002","51615","4431"
"1710","White-fronted Goose","2003","65268","6304"
"1710","White-fronted Goose","2004","64613","6814"
"1710","White-fronted Goose","2005","75564","10273"
"1710","White-fronted Goose","2006","55183","6488"
"1710","White-fronted Goose","2007","69958","7343"
"1710","White-fronted Goose","2008","93862","9177"
"1710","White-fronted Goose","2009","54213","5576"
"1710","White-fronted Goose","2010","56199","6265"
"1710","White-fronted Goose","2011","81042","8724"
"1710","White-fronted Goose","2012","59470","7223"
"1710","White-fronted Goose","2013","75113","8511"
"1710","White-fronted Goose","2014","87594","9887"
"1710","White-fronted Goose","2015","71457","9265"
"1710","White-fronted Goose","2016","66525","8091"
"1710","White-fronted Goose","2017","76884","9004"
"1710","White-fronted Goose","2018","79364","12522"
"1720","Canada Goose","1969","204435","24441"
"1720","Canada Goose","1970","275181","35819"
"1720","Canada Goose","1971","118344","16233"
"1720","Canada Goose","1972","138680","11222"
"1720","Canada Goose","1973","98092","8612"
"1720","Canada Goose","1974","136708","9060"
"1720","Canada Goose","1975","74592","4267"
"1720","Canada Goose","1976","107082","6003"
"1720","Canada Goose","1977","163307","7606"
"1720","Canada Goose","1978","154179","0"
"1720","Canada Goose","1979","151793","6318"
"1720","Canada Goose","1980","197556","8189"
"1720","Canada Goose","1981","101548","6203"
"1720","Canada Goose","1982","160384","6326"
"1720","Canada Goose","1983","161882","6984"
"1720","Canada Goose","1984","121095","5958"
"1720","Canada Goose","1985","158532","8931"
"1720","Canada Goose","1986","193258","7278"
"1720","Canada Goose","1987","205013","9472"
"1720","Canada Goose","1988","187150","10515"
"1720","Canada Goose","1989","222019","16721"
"1720","Canada Goose","1990","201662","12068"
"1720","Canada Goose","1991","181764","8440"
"1720","Canada Goose","1992","126135","4989"
"1720","Canada Goose","1993","182364","8825"
"1720","Canada Goose","1994","144156","7206"
"1720","Canada Goose","1995","141528","6713"
"1720","Canada Goose","1996","149764","6781"
"1720","Canada Goose","1997","135772","7420"
"1720","Canada Goose","1998","180411","11539"
"1720","Canada Goose","1999","181544","7561"
"1720","Canada Goose","2000","211519","8620"
"1720","Canada Goose","2001","226403","9343"
"1720","Canada Goose","2002","236270","10731"
"1720","Canada Goose","2003","321165","11860"
"1720","Canada Goose","2004","265124","10008"
"1720","Canada Goose","2005","305155","10376"
"1720","Canada Goose","2006","302843","11029"
"1720","Canada Goose","2007","336587","12070"
"1720","Canada Goose","2008","362753","12938"
"1720","Canada Goose","2009","355299","16864"
"1720","Canada Goose","2010","355985","14541"
"1720","Canada Goose","2011","373635","15114"
"1720","Canada Goose","2012","352308","15421"
"1720","Canada Goose","2013","394234","18135"
"1720","Canada Goose","2014","426298","19166"
"1720","Canada Goose","2015","373485","17458"
"1720","Canada Goose","2016","351839","16230"
"1720","Canada Goose","2017","394186","16832"
"1720","Canada Goose","2018","383512","22687"
"1721","Canada Goose: small races","1971","54941","8758"
"1721","Canada Goose: small races","1972","51567","3554"
"1721","Canada Goose: small races","1973","127125","7611"
"1721","Canada Goose: small races","1974","76726","4835"
"1721","Canada Goose: small races","1975","121857","4031"
"1721","Canada Goose: small races","1976","72890","2596"
"1721","Canada Goose: small races","1977","56119","1996"
"1721","Canada Goose: small races","1978","53945","0"
"1721","Canada Goose: small races","1979","95292","2940"
"1721","Canada Goose: small races","1980","86850","2787"
"1721","Canada Goose: small races","1981","75544","2584"
"1721","Canada Goose: small races","1982","67943","2291"
"1721","Canada Goose: small races","1983","118617","3784"
"1721","Canada Goose: small races","1984","100715","8333"
"1721","Canada Goose: small races","1985","84825","11345"
"1721","Canada Goose: small races","1986","56867","5342"
"1721","Canada Goose: small races","1987","72193","7518"
"1721","Canada Goose: small races","1988","56073","6176"
"1721","Canada Goose: small races","1989","85447","7049"
"1721","Canada Goose: small races","1990","70071","4429"
"1721","Canada Goose: small races","1991","92703","5051"
"1721","Canada Goose: small races","1992","63980","3270"
"1721","Canada Goose: small races","1993","68635","3667"
"1721","Canada Goose: small races","1994","80967","4324"
"1721","Canada Goose: small races","1995","50769","3752"
"1721","Canada Goose: small races","1996","106677","6618"
"1721","Canada Goose: small races","1997","79702","4635"
"1721","Canada Goose: small races","1998","92491","4615"
"1721","Canada Goose: small races","1999","81287","5107"
"1721","Canada Goose: small races","2000","97138","6826"
"1721","Canada Goose: small races","2001","92028","5950"
"1721","Canada Goose: small races","2002","81540","5796"
"1721","Canada Goose: small races","2003","97737","9372"
"1721","Canada Goose: small races","2004","91903","7271"
"1721","Canada Goose: small races","2005","81841","8628"
"1721","Canada Goose: small races","2006","98853","6806"
"1721","Canada Goose: small races","2007","83035","8998"
"1721","Canada Goose: small races","2008","87138","7148"
"1721","Canada Goose: small races","2009","61724","5123"
"1721","Canada Goose: small races","2010","90820","7109"
"1721","Canada Goose: small races","2011","118443","10593"
"1721","Canada Goose: small races","2012","74648","9695"
"1721","Canada Goose: small races","2013","69165","7799"
"1721","Canada Goose: small races","2014","86162","10121"
"1721","Canada Goose: small races","2015","83655","7972"
"1721","Canada Goose: small races","2016","81958","9607"
"1721","Canada Goose: small races","2017","125701","11504"
"1721","Canada Goose: small races","2018","68557","9064"
"1722","Canada Goose: large races","1971","114035","14576"
"1722","Canada Goose: large races","1972","168832","9448"
"1722","Canada Goose: large races","1973","113717","8227"
"1722","Canada Goose: large races","1974","152940","8313"
"1722","Canada Goose: large races","1975","161728","5054"
"1722","Canada Goose: large races","1976","137285","4579"
"1722","Canada Goose: large races","1977","113847","4046"
"1722","Canada Goose: large races","1978","187445","0"
"1722","Canada Goose: large races","1979","169582","5024"
"1722","Canada Goose: large races","1980","166338","5379"
"1722","Canada Goose: large races","1981","183877","5491"
"1722","Canada Goose: large races","1982","167869","5423"
"1722","Canada Goose: large races","1983","189053","5905"
"1722","Canada Goose: large races","1984","198281","9048"
"1722","Canada Goose: large races","1985","209141","27738"
"1722","Canada Goose: large races","1986","203709","8399"
"1722","Canada Goose: large races","1987","230077","11008"
"1722","Canada Goose: large races","1988","152450","11711"
"1722","Canada Goose: large races","1989","202904","11398"
"1722","Canada Goose: large races","1990","229927","12253"
"1722","Canada Goose: large races","1991","197715","8515"
"1722","Canada Goose: large races","1992","190354","5087"
"1722","Canada Goose: large races","1993","183158","5715"
"1722","Canada Goose: large races","1994","189097","5909"
"1722","Canada Goose: large races","1995","203707","7411"
"1722","Canada Goose: large races","1996","243664","7577"
"1722","Canada Goose: large races","1997","274004","8145"
"1722","Canada Goose: large races","1998","258451","7732"
"1722","Canada Goose: large races","1999","302411","9284"
"1722","Canada Goose: large races","2000","303399","10477"
"1722","Canada Goose: large races","2001","318585","9932"
"1722","Canada Goose: large races","2002","327854","11432"
"1722","Canada Goose: large races","2003","252752","8817"
"1722","Canada Goose: large races","2004","269774","12463"
"1722","Canada Goose: large races","2005","325046","13697"
"1722","Canada Goose: large races","2006","276315","11669"
"1722","Canada Goose: large races","2007","284235","13133"
"1722","Canada Goose: large races","2008","285114","14738"
"1722","Canada Goose: large races","2009","294190","13104"
"1722","Canada Goose: large races","2010","244357","11290"
"1722","Canada Goose: large races","2011","238238","11684"
"1722","Canada Goose: large races","2012","313926","13261"
"1722","Canada Goose: large races","2013","262683","12954"
"1722","Canada Goose: large races","2014","245087","15588"
"1722","Canada Goose: large races","2015","319322","16555"
"1722","Canada Goose: large races","2016","330291","19384"
"1722","Canada Goose: large races","2017","314412","17710"
"1722","Canada Goose: large races","2018","269239","16128"
"1730","Brant","1969","1700","412"
"1730","Brant","1970","620","320"
"1730","Brant","1971","1049","293"
"1730","Brant","1972","1736","720"
"1730","Brant","1973","160","13"
"1730","Brant","1974","621","86"
"1730","Brant","1975","513","148"
"1730","Brant","1976","144","30"
"1730","Brant","1977","63","16"
"1730","Brant","1979","499","61"
"1730","Brant","1980","3565","361"
"1730","Brant","1981","645","85"
"1730","Brant","1982","382","68"
"1730","Brant","1984","2673","1725"
"1730","Brant","1985","583","605"
"1730","Brant","1986","1490","92"
"1730","Brant","1987","918","610"
"1730","Brant","1988","300","304"
"1730","Brant","1989","99","97"
"1730","Brant","1990","306","171"
"1730","Brant","1991","840","391"
"1730","Brant","1992","1567","388"
"1730","Brant","1993","1038","507"
"1730","Brant","1996","195","0"
"1730","Brant","1997","485","220"
"1730","Brant","1998","613","333"
"1730","Brant","1999","200","268"
"1730","Brant","2000","601","341"
"1730","Brant","2001","804","951"
"1730","Brant","2002","635","308"
"1730","Brant","2003","572","373"
"1730","Brant","2005","181","112"
"1730","Brant","2006","128","88"
"1730","Brant","2007","657","438"
"1730","Brant","2008","548","541"
"1730","Brant","2011","198","216"
"1730","Brant","2012","251","231"
"1730","Brant","2016","508","537"
"1740","Black Brant","1969","1250","509"
"1740","Black Brant","1971","330","84"
"1740","Black Brant","1972","636","110"
"1740","Black Brant","1973","813","247"
"1740","Black Brant","1974","532","250"
